id,date,state_name,state_code,power_station_name,sector,utility,mode_of_transport,capacity,daily_requirement,daily_receipt,daily_consumption,req_normative_stock,normative_stock_days,indigenous_stock,import_stock,total_stock,stock_days,plf_prcnt,actual_vs_normative_stock_prcnt,is_critical,remarks
356749,03-02-2025,Chhattisgarh,22,Korba Stps,Central Sector,NTPC,Pithead,2600,35.8,46.7,39.3,608.6,17,617.1,0,617.1,,99,101,None,None
356750,03-02-2025,Chhattisgarh,22,Korba-West Tps,State Sector,CSPGCL,Pithead,1340,19.9,22.4,21.4,338.3,17,152.5,0,152.5,,88,45,None,None
356751,03-02-2025,Chhattisgarh,22,Lara Tpp,Central Sector,NTPC,Pithead,1600,23.44,30.5,25.3,398.4,17,415.6,0,415.6,,99,104,None,None
356752,03-02-2025,Chhattisgarh,22,Marwa Tps,State Sector,CSPGCL,Rail,1000,14.81,18.5,8.3,385.1,26,494.1,0,494.1,,42,128,None,None
356753,03-02-2025,Chhattisgarh,22,Nawapara Tpp,Pvt Sector,IPP,Road,600,8.92,9.6,8.3,232,26,131,0,131,,84,56,None,None
356754,03-02-2025,Chhattisgarh,22,Op Jindal Tps,Pvt Sector,IPP,Road,1000,15.3,18.3,18.6,397.8,26,381.2,0,381.2,,101,96,None,None
356755,03-02-2025,Chhattisgarh,22,Pathadi Tpp,Pvt Sector,IPP,Rail,600,8.7,4,10,226.3,26,126.6,0,126.6,,99,56,None,None
356756,03-02-2025,Chhattisgarh,22,Ratija Tps,Pvt Sector,IPP,Road,100,2.72,3,2,70.7,26,2.9,0,2.9,,77,4,Critical,Plant based on washery rejects
356757,03-02-2025,Chhattisgarh,22,Salora Tpp,Pvt Sector,IPP,Rail,135,1.85,0,0,48,26,0,0,0,,0,0,None,not in operation
356758,03-02-2025,Chhattisgarh,22,Sipat Stps,Central Sector,NTPC,Pithead,2980,39.7,49.5,42.5,674.9,17,654.1,0,654.1,,98,97,None,None
356759,03-02-2025,Chhattisgarh,22,Svpl Tpp,Pvt Sector,IPP,Road,63,0.94,1.7,1.9,24.3,26,38.3,0,38.3,,82,158,None,None
356760,03-02-2025,Chhattisgarh,22,Swastik Korba Tpp,Pvt Sector,IPP,Road,25,0.51,0,0,13.3,26,0,0,0,,0,0,Critical,Plant based on washery rejects
356761,03-02-2025,Chhattisgarh,22,Tamnar Tpp,Pvt Sector,IPP,Road,2400,36.72,46.7,47.3,954.7,26,278.9,1.7,280.6,,101,29,None,None
356762,03-02-2025,Chhattisgarh,22,Uchpinda Tpp,Pvt Sector,IPP,Rail,1440,22.36,16,13.8,581.2,26,882,0,882,,56,152,None,None
356763,03-02-2025,Gujarat,24,Adani Power Limited Mundra Tpp - I & Ii,Pvt Sector,IPP,Sea,2640,29.03,27.7,29.2,754.7,26,0,45.6,45.6,,77,6,Critical,Plant to build up stock through import
356764,03-02-2025,Gujarat,24,Adani Power Limited Mundra Tpp - Iii,Pvt Sector,IPP,Sea,1980,22.82,21.4,20.5,593.4,26,0,119.4,119.4,,73,20,Critical,Plant to build up stock through import
356765,03-02-2025,Gujarat,24,Gandhi Nagar Tps,State Sector,GSECL,Rail,630,9.14,0,3.1,237.6,26,193.8,9.9,203.7,,28,86,None,None
356766,03-02-2025,Gujarat,24,Mundra Umtpp,Pvt Sector,IPP,Sea,4000,34.27,37,31.9,891.1,26,0,284,284,,81,31,None,None
356767,03-02-2025,Gujarat,24,Sabarmati (D-F Stations),Pvt Sector,IPP,Rail,362,4.22,0,3.2,109.6,26,38.7,60.8,99.5,,58,50,None,None
356768,03-02-2025,Gujarat,24,Salaya Tpp,Pvt Sector,IPP,Sea,1200,11.82,0,10.4,307.4,26,0,185.9,185.9,,73,60,None,None
356769,03-02-2025,Gujarat,24,Sikka Rep. Tps,State Sector,GSECL,Sea,500,5.24,0,2.4,136.3,26,0,106.6,106.6,,37,78,None,None
356770,03-02-2025,Gujarat,24,Ukai Tps,State Sector,GSECL,Rail,1110,16.1,14.5,12.7,418.6,26,269.4,0,269.4,,72,64,None,None
356771,03-02-2025,Gujarat,24,Wanakbori Tps,State Sector,GSECL,Rail,2270,32.23,4,15.7,838,26,761.9,0,761.9,,39,91,None,None
356772,03-02-2025,Haryana,6,Indira Gandhi Stpp,Joint Venture,NTPC-JV,Rail,1500,20.72,24.3,11.3,538.6,26,746,0,746,,48,138,None,None
356773,03-02-2025,Haryana,6,Mahatma Gandhi Tps,Pvt Sector,IPP,Rail,1320,16.83,4.1,12.8,437.6,26,523.8,0,523.8,,73,120,None,None
356774,03-02-2025,Haryana,6,Panipat Tps,State Sector,HPGCL,Rail,710,10.65,8,6.9,276.8,26,317,0,317,,60,115,None,None
356775,03-02-2025,Haryana,6,Rajiv Gandhi Tps,State Sector,HPGCL,Rail,1200,18.68,15.4,0,485.6,26,590,0,590,,0,121,None,None
356776,03-02-2025,Haryana,6,Yamuna Nagar Tps,State Sector,HPGCL,Rail,600,9.2,0,8.7,239.3,26,356,0,356,,78,149,None,None
356777,03-02-2025,Jharkhand,20,Bokaro Tps `A` Exp,Central Sector,DVC,Rail,500,6.18,7,5.8,160.7,26,174.8,0,174.8,,78,109,None,None
356778,03-02-2025,Jharkhand,20,Chandrapura(Dvc) Tps,Central Sector,DVC,Rail,500,6.86,11.1,6.9,178.5,26,244.8,0,244.8,,79,137,None,None
356779,03-02-2025,Jharkhand,20,Jojobera Tps,Pvt Sector,IPP,Rail,240,3.35,15.3,2.5,87.1,26,174.6,0,174.6,,74,201,None,None
356780,03-02-2025,Jharkhand,20,Kodarma Tpp,Central Sector,DVC,Rail,1000,12.71,14.8,14.2,330.4,26,469.5,0,469.5,,80,142,None,None
356781,03-02-2025,Jharkhand,20,Mahadev Prasad Stpp,Pvt Sector,IPP,Rail,540,7.98,6,7.9,207.4,26,65.6,0,65.6,,89,32,None,None
356782,03-02-2025,Jharkhand,20,Maithon Rb Tpp,Pvt Sector,IPP,Rail,1050,12.59,13.8,6.8,327.5,26,615.1,0,615.1,,77,188,None,None
356783,03-02-2025,Jharkhand,20,North Karanpura Tpp,Central Sector,NTPC,Pithead,1320,18.9,32.1,22.8,321.4,17,305.2,0,305.2,,99,95,None,None
356784,03-02-2025,Jharkhand,20,Tenughat Tps,State Sector,TVNL,Rail,420,6.21,10.8,5.7,161.5,26,135.4,0,135.4,,59,84,None,None
356785,03-02-2025,Karnataka,29,Adani Power Limited Udupi Tpp,Pvt Sector,IPP,Sea,1200,11.29,7,9.7,293.4,26,0,64.2,64.2,,69,21,Critical,Plant to build up stock through import
356786,03-02-2025,Karnataka,29,Bellary Tps,State Sector,KPCL,Rail,1700,27.64,15.5,17.2,718.6,26,146.5,0,146.5,,53,20,Critical,SCCL to ensure supply of coal as per subgroup plan.
356787,03-02-2025,Karnataka,29,Kudgi Stpp,Central Sector,NTPC,Rail,2400,32.46,27.6,26.8,844,26,425.6,0,425.6,,65,50,None,None
356788,03-02-2025,Karnataka,29,Raichur Tps,State Sector,KPCL,Rail,1720,30.32,23.7,9.8,788.2,26,405.4,0,405.4,,54,51,None,None
356789,03-02-2025,Karnataka,29,Torangallu Tps(Sbu-I),Pvt Sector,IPP,Sea,260,1.73,1.1,1.1,45,26,0,0.4,0.4,,94,0,Critical,Plant to build up stock through import
356790,03-02-2025,Karnataka,29,Torangallu Tps(Sbu-Ii),Pvt Sector,IPP,Sea,600,4.72,3.4,3.4,122.8,26,0,0.9,0.9,,68,0,Critical,Plant to build up stock through import
356791,03-02-2025,Karnataka,29,Yermarus Tpp,State Sector,KPCL,Rail,1600,22.03,15.8,8.5,572.8,26,169.4,0,169.4,,53,30,None,None
356792,03-02-2025,Madhya Pradesh,23,Amarkantak Ext Tps,State Sector,MPPGCL,Pithead,210,2.61,3.4,2.7,44.4,17,95.1,0,95.1,,100,214,None,None
356793,03-02-2025,Madhya Pradesh,23,Anuppur Tpp,Pvt Sector,IPP,Rail,1250,17.77,19.5,9.9,462.1,26,559.6,0,559.6,,49,121,None,None
356794,03-02-2025,Madhya Pradesh,23,Bina Tps,Pvt Sector,IPP,Rail,500,7.19,7.6,4.4,187,26,196,0,196,,48,105,None,None
356795,03-02-2025,Madhya Pradesh,23,Gadarwara Tpp,Central Sector,NTPC,Rail,1600,20.76,31.3,19.1,539.7,26,398.3,0,398.3,,76,74,None,None
356796,03-02-2025,Madhya Pradesh,23,Khargone Stpp,Central Sector,NTPC,Rail,1320,16.29,8,16.6,423.6,26,286.4,0,286.4,,73,68,None,None
356797,03-02-2025,Madhya Pradesh,23,Mahan Tpp,Pvt Sector,IPP,Rail,1200,15.42,19.6,16.9,401,26,217.3,0,217.3,,99,54,None,None
356798,03-02-2025,Madhya Pradesh,23,Nigri Tpp,Pvt Sector,IPP,Rail,1320,15.54,17.3,17.2,404,26,401.3,0,401.3,,100,99,None,None
356799,03-02-2025,Madhya Pradesh,23,Niwari Tpp,Pvt Sector,IPP,Road,90,1.51,0,1.6,39.3,26,74.5,0,74.5,,90,189,None,None
356800,03-02-2025,Madhya Pradesh,23,Sanjay Gandhi Tps,State Sector,MPPGCL,Rail,1340,18.78,17.6,14.1,488.3,26,214.6,0,214.6,,76,44,None,None
356801,03-02-2025,Madhya Pradesh,23,Sasan Umtpp,Pvt Sector,IPP,Pithead,3960,44.84,86.6,47.2,762.2,17,39.4,0,39.4,,81,5,Critical,Plant to augment coal supplies from its captive mines.
356802,03-02-2025,Madhya Pradesh,23,Satpura Tps,State Sector,MPPGCL,Rail,1330,6.48,2,7.8,168.6,26,172,0,172,,37,102,None,None
356803,03-02-2025,Madhya Pradesh,23,Seioni Tpp,Joint Venture,NTPC-JV,Rail,600,10.09,16,9.6,262.2,26,244.7,0,244.7,,78,93,None,None
356804,03-02-2025,Madhya Pradesh,23,Seioni Tpp,Pvt Sector,IPP,Rail,600,10.09,16,9.6,262.2,26,244.7,0,244.7,,78,93,None,None
356805,03-02-2025,Madhya Pradesh,23,Shree Singaji Tpp,State Sector,MPPGCL,Rail,2520,36.04,31.2,28.3,937,26,536.1,0,536.1,,71,57,None,None
356806,03-02-2025,Madhya Pradesh,23,Vindhyachal Stps,Central Sector,NTPC,Pithead,4760,60.69,70.3,65.6,1031.7,17,1253.1,0,1253.1,,92,121,None,None
356807,03-02-2025,Maharashtra,27,Adani Power Limited Tiroda Tpp,Pvt Sector,IPP,Rail,3300,43.56,34.7,43.5,1132.5,26,462.1,0,462.1,,89,41,None,None
356808,03-02-2025,Maharashtra,27,Amravati Tps,Pvt Sector,IPP,Rail,1350,18.29,16.4,19.6,475.5,26,258.5,0,258.5,,86,54,None,None
356809,03-02-2025,Maharashtra,27,Bela Tps,Pvt Sector,IPP,Rail,270,3.85,1.7,0,100.1,26,132.8,0,132.8,,0,133,None,None
356810,03-02-2025,Maharashtra,27,Bhusawal Tps,State Sector,MAHAGENCO,Rail,1210,19.97,19.4,30.5,519.2,26,339.3,335.9,675.2,,82,93,None,None
356811,03-02-2025,Maharashtra,27,Butibori Tpp,Pvt Sector,IPP,Rail,600,8.2,0,0,213.2,26,0,0,0,,0,0,None,not in operation
356812,03-02-2025,Maharashtra,27,Chandrapur(Maharashtra) Stps,State Sector,MAHAGENCO,Rail,2920,47.24,33,22.5,1228.2,26,842.9,47.1,890,,44,72,None,None
356813,03-02-2025,Maharashtra,27,Dahanu Tps,Pvt Sector,IPP,Rail,500,6.79,4,3.7,176.6,26,121.2,0,121.2,,53,69,None,None
356814,03-02-2025,Maharashtra,27,Dhariwal Tpp,Pvt Sector,IPP,Rail,600,8.26,4.9,8.5,214.8,26,215.1,0,215.1,,90,100,None,None
356815,03-02-2025,Maharashtra,27,Gepl Tpp Ph-I,Pvt Sector,IPP,Road,120,2.45,0,0,63.6,26,0,0,0,,0,0,Critical,Plant based on washery rejects
356816,03-02-2025,Maharashtra,27,Gmr Warora Tps,Pvt Sector,IPP,Rail,600,7.92,5,8,205.9,26,119.2,0,119.2,,92,58,None,None
356817,03-02-2025,Maharashtra,27,Jsw Ratnagiri Tpp,Pvt Sector,IPP,Sea,300,2.51,0,2.7,65.2,26,0,88.5,88.5,,99,135,None,None
356818,03-02-2025,Maharashtra,27,Khaparkheda Tps,State Sector,MAHAGENCO,Rail,1340,23.04,19,8,599.2,26,159.4,101.4,260.8,,41,38,None,None
356819,03-02-2025,Maharashtra,27,Koradi Tps,State Sector,MAHAGENCO,Rail,2190,32.97,22.7,20.3,857.2,26,444.7,0,444.7,,61,52,None,None
356820,03-02-2025,Maharashtra,27,Mauda Tps,Central Sector,NTPC,Rail,2320,32.85,38.4,35,854,26,435.8,0,435.8,,80,51,None,None
356821,03-02-2025,Maharashtra,27,Mihan Tps,Pvt Sector,IPP,Rail,246,3.36,0,0,87.4,26,0,0,0,,0,0,None,not in operation
356822,03-02-2025,Maharashtra,27,Nasik (P) Tps,Pvt Sector,IPP,Rail,1350,18.45,0,0,479.7,26,0,0,0,,0,0,None,not in operation
356823,03-02-2025,Maharashtra,27,Nasik Tps,State Sector,MAHAGENCO,Rail,630,12.12,7.9,8.7,315.1,26,106,92.8,198.7,,64,48,None,None
356824,03-02-2025,Maharashtra,27,Paras Tps,State Sector,MAHAGENCO,Rail,500,7.74,7.3,7,201.3,26,106.1,0,106.1,,88,53,None,None
356825,03-02-2025,Maharashtra,27,Parli Tps,State Sector,MAHAGENCO,Rail,750,11.06,7.6,11.2,287.6,26,108.4,0,108.4,,72,38,None,None
356826,03-02-2025,Maharashtra,27,Shirpur Tpp,Pvt Sector,IPP,Rail,300,2.39,2.3,1.5,62.2,26,43.9,1.9,45.8,,31,74,None,None
356827,03-02-2025,Maharashtra,27,Solapur Stps,Central Sector,NTPC,Rail,1320,17.5,24.7,15.8,455.1,26,212,0,212,,69,47,None,None
356828,03-02-2025,Maharashtra,27,Trombay Tps,Pvt Sector,IPP,Sea,750,9.39,0,3,244.2,26,0,208.3,208.3,,22,85,None,None
356829,03-02-2025,Maharashtra,27,Wardha Warora Tpp,Pvt Sector,IPP,Road,540,7.03,9,7.4,182.7,26,263.6,0,263.6,,91,144,None,None
356830,03-02-2025,Odisha,21,Darlipali Stps,Central Sector,NTPC,Pithead,1600,24.68,27.8,29.1,419.5,17,292.5,0,292.5,,100,70,None,None
356831,03-02-2025,Odisha,21,Derang Tpp,Pvt Sector,IPP,Road,1200,17.58,28.7,16,457,26,791.5,0,791.5,,92,173,None,None
356832,03-02-2025,Odisha,21,Ib Valley Tps,State Sector,OPGCL,Pithead,1740,26.2,19.8,15.8,445.3,17,237.2,0,237.2,,85,53,None,None
356833,03-02-2025,Odisha,21,Kamalanga Tps,Pvt Sector,IPP,Rail,1050,15.64,9.2,19.6,406.6,26,351.6,0,351.6,,97,86,None,None
356834,03-02-2025,Odisha,21,Maadurga Thermal Power Company Ltd.,Pvt Sector,IPP,Rail,60,0,1.1,0.7,0,26,5.9,0,5.9,,79,0,Critical,Plant having no linkage.
356835,03-02-2025,Odisha,21,Talcher Stps,Central Sector,NTPC,Pithead,3000,44.74,34.5,39.2,760.5,17,355.8,0,355.8,,67,47,None,None
356836,03-02-2025,Odisha,21,Utkal Tpp (Ind Barath),Pvt Sector,IPP,Rail,350,4.78,0,7.1,124.4,26,236.3,0,236.3,,93,190,None,None
356837,03-02-2025,Odisha,21,Vedanta Tpp,Pvt Sector,IPP,Rail,600,9.52,0,0,247.6,26,41.2,0,41.2,,0,17,Critical,MCL to ensure supply of coal as per subgroup plan.
356838,03-02-2025,Punjab,3,Gh Tps (Leh.Moh.),State Sector,PSPCL,Rail,920,11.92,4.2,9,309.9,26,396.7,0,396.7,,63,128,None,None
356839,03-02-2025,Punjab,3,Goindwal Sahib Tpp,Pvt Sector,IPP,Rail,540,7.69,4,2.9,199.9,26,246.9,0,246.9,,36,123,None,None
356840,03-02-2025,Punjab,3,Rajpura Tpp,Pvt Sector,IPP,Rail,1400,16.65,8.4,15.7,432.9,26,413.3,0,413.3,,83,95,None,None
356841,03-02-2025,Punjab,3,Ropar Tps,State Sector,PSPCL,Rail,840,12.01,8,7,312.3,26,548,0,548,,59,175,None,None
356842,03-02-2025,Punjab,3,Talwandi Sabo Tpp,Pvt Sector,IPP,Rail,1980,28.11,19.4,19.5,730.9,26,127.1,0,127.1,,74,17,Critical,SECL to ensure supply as per subgroup plan.
356843,03-02-2025,Rajasthan,8,Adani Power Limited Kawai Tpp,Pvt Sector,IPP,Rail,1320,15.73,19.1,15.1,408.9,26,207.6,35.7,243.3,,83,59,None,None
356844,03-02-2025,Rajasthan,8,Chhabra-I Ph-1 Tpp,State Sector,RRVUNL,Rail,500,7.62,3.9,7.2,198.1,26,113.2,0,113.2,,83,57,None,None
356845,03-02-2025,Rajasthan,8,Chhabra-I Ph-2 Tpp,State Sector,RRVUNL,Rail,500,6.81,3.9,7.1,177.2,26,97.6,0,97.6,,83,55,None,None
356846,03-02-2025,Rajasthan,8,Chhabra-Ii Tpp,State Sector,RRVUNL,Rail,1320,16.61,19.1,15.4,432,26,269.5,0,269.5,,85,62,None,None
356847,03-02-2025,Rajasthan,8,Kalisindh Tps,State Sector,RRVUNL,Rail,1200,15.57,19.1,8.1,404.8,26,311.2,0,311.2,,54,77,None,None
356848,03-02-2025,Rajasthan,8,Kota Tps,State Sector,RRVUNL,Rail,1240,18.09,19.8,18.1,470.3,26,368.2,0,368.2,,90,78,None,None
356849,03-02-2025,Rajasthan,8,Shree Cement Ltd Tps,Pvt Sector,IPP,Sea,300,3.06,1.6,1.6,79.6,26,0,0,0,,53,0,Critical,Plant to build up stock through import
356850,03-02-2025,Rajasthan,8,Suratgarh Stps,State Sector,RRVUNL,Rail,1320,17.18,20,14,446.7,26,329.5,0,329.5,,75,74,None,None
356851,03-02-2025,Rajasthan,8,Suratgarh Tps,State Sector,RRVUNL,Rail,1500,21.82,15.5,17,567.3,26,421.9,0,421.9,,66,74,None,None
356852,03-02-2025,Tamil Nadu,33,Itpcl Tpp,Pvt Sector,IPP,Sea,1200,13.66,3.4,12.1,355.2,26,0,224.8,224.8,,71,63,None,None
356853,03-02-2025,Tamil Nadu,33,Mettur Tps,State Sector,TANGEDCO,Rail-Sea-Rail,840,14.19,9.4,10.6,368.9,26,202.7,0,202.7,,50,55,None,None
356854,03-02-2025,Tamil Nadu,33,Mettur Tps - Ii,State Sector,TANGEDCO,Rail-Sea-Rail,600,9.79,6.6,8.1,254.6,26,229,0,229,,67,90,None,None
356855,03-02-2025,Tamil Nadu,33,Muthiara Tpp,Pvt Sector,IPP,Sea,1200,15.35,16,5.3,399.1,26,0,129.4,129.4,,30,32,None,None
356856,03-02-2025,Tamil Nadu,33,North Chennai Tps,State Sector,TANGEDCO,Rail-Sea,1830,36.03,21.9,14.8,936.7,26,522.7,33.6,556.3,,35,59,None,None
356857,03-02-2025,Tamil Nadu,33,Ntpl Tuticorin  Tpp,Joint Venture,IPP,Rail-Sea,1000,16.18,0,8,420.6,26,318.2,124.1,442.3,,37,105,None,None
356858,03-02-2025,Tamil Nadu,33,Ntpl Tuticorin  Tpp,Joint Venture,NLC-TN JV,Rail-Sea,1000,16.18,0,8,420.6,26,318.2,124.1,442.3,,37,105,None,None
356859,03-02-2025,Tamil Nadu,33,Opg Power Generation Private Limited,Pvt Sector,IPP,Sea,414,4.22,4.7,4,109.8,26,10.9,38.9,49.8,,57,45,None,None
356860,03-02-2025,Tamil Nadu,33,Tcp Limited,Pvt Sector,IPP,Rail,64,0,0,0,0,26,0,0,0,,0,0,Critical,Plant currently not in operation
356861,03-02-2025,Tamil Nadu,33,Tuticorin (P) Tpp,Pvt Sector,IPP,Rail,300,4.1,0,0,106.6,26,0,0,0,,0,0,None,not in operation
356862,03-02-2025,Tamil Nadu,33,Tuticorin Tpp St-Iv,Pvt Sector,IPP,Sea,525,5.48,7.1,4.3,142.6,26,0,29.5,29.5,,74,20,Critical,Plant to build up stock through import
356863,03-02-2025,Tamil Nadu,33,Tuticorin Tps,State Sector,TANGEDCO,Rail-Sea,1050,19.13,21.6,22.3,497.3,26,324.5,0,324.5,,84,65,None,None
356864,03-02-2025,Tamil Nadu,33,Vallur Tpp,Joint Venture,NTPC-JV,Rail-Sea,1500,22.28,18.6,23.9,579.2,26,254.2,0,254.2,,78,44,None,None
356865,03-02-2025,Telangana,36,Bhadradri Tpp,State Sector,TSGENCO,Road,1080,16.66,10.1,11.2,433.1,26,196.8,0,196.8,,46,45,None,None
356866,03-02-2025,Telangana,36,Kakatiya Tps,State Sector,TSGENCO,Road,1100,13.17,12.2,12.6,342.5,26,388.6,0,388.6,,89,113,None,None
356867,03-02-2025,Telangana,36,Kothagudem Tps (New),State Sector,TSGENCO,Rail,1000,14.32,15.7,14,372.3,26,345.5,0,345.5,,78,93,None,None
356868,03-02-2025,Telangana,36,Kothagudem Tps (Stage-7),State Sector,TSGENCO,Rail,800,8.23,11.5,8.8,213.9,26,118,0,118,,82,55,None,None
356869,03-02-2025,Telangana,36,Ramagundem Stps,Central Sector,NTPC,Pithead,2600,36.07,32.4,32.3,613.1,17,794.1,0,794.1,,69,130,None,None
356870,03-02-2025,Telangana,36,Ramagundem-B Tps,State Sector,TSGENCO,Road,62,1.11,0,0,28.9,26,3.7,0,3.7,,0,13,Critical,SCCL to ensure suuply as per subgroup plan.
356871,03-02-2025,Telangana,36,Singareni Tpp,State Sector,TSGENCO,Rail,1200,14.96,15.3,17.4,388.9,26,190.1,0,190.1,,94,49,None,None
356872,03-02-2025,Telangana,36,Telangana Stpp Ph-1,Central Sector,NTPC,Rail,1600,24.45,22.7,18.7,635.6,26,574.3,0,574.3,,77,90,None,None
356873,03-02-2025,Uttar Pradesh,9,Anpara C Tps,Pvt Sector,IPP,Pithead,1200,15.42,13.2,8.5,262.2,17,334.9,0,334.9,,46,128,None,None
356874,03-02-2025,Uttar Pradesh,9,Anpara Tps,State Sector,UPRVUNL,Pithead,2630,36.91,26,25.2,627.5,17,931.3,0,931.3,,54,148,None,None
356875,03-02-2025,Uttar Pradesh,9,Barkhera Tps,Pvt Sector,IPP,Rail,90,1.52,0,1.1,39.5,26,40.6,0,40.6,,60,103,None,None
356876,03-02-2025,Uttar Pradesh,9,Dadri (Nctpp),Central Sector,NTPC,Rail,1820,25.95,23,21.6,674.8,26,519,0,519,,68,77,None,None
356877,03-02-2025,Uttar Pradesh,9,Ghatampur Tpp,Joint Venture,NUPPL,Rail,660,9.02,0,0,234.5,26,78,0,78,,71,33,None,None
356878,03-02-2025,Uttar Pradesh,9,Harduaganj Tps,State Sector,UPRVUNL,Rail,1265,19.12,14.8,6.6,497.2,26,457.9,0,457.9,,35,92,None,None
356879,03-02-2025,Uttar Pradesh,9,Jawaharpur Stpp,State Sector,UPRVUNL,Rail,1320,18.04,11.9,0,469.1,26,257.8,0,257.8,,0,55,None,None
356880,03-02-2025,Uttar Pradesh,9,Khambarkhera Tps,Pvt Sector,IPP,Rail,90,1.54,0,1,40.1,26,33.6,0,33.6,,61,84,None,None
356881,03-02-2025,Uttar Pradesh,9,Kundarki Tps,Pvt Sector,IPP,Rail,90,1.55,0,1,40.2,26,32,0,32,,61,79,None,None
356882,03-02-2025,Uttar Pradesh,9,Lalitpur Tps,Pvt Sector,IPP,Rail,1980,25.45,19.5,22,661.6,26,580.3,0,580.3,,66,88,None,None
356883,03-02-2025,Uttar Pradesh,9,Maqsoodpur Tps,Pvt Sector,IPP,Rail,90,1.49,0,0.5,38.9,26,36.1,0,36.1,,48,93,None,None
356884,03-02-2025,Uttar Pradesh,9,Meja Stpp,Joint Venture,NTPC-JV,Rail,1320,16.18,31.2,14.3,420.8,26,471.5,0,471.5,,77,112,None,None
356885,03-02-2025,Uttar Pradesh,9,Obra Tps,State Sector,UPRVUNL,Rail,1660,26.65,28,20,692.9,26,276.5,0,276.5,,67,40,None,None
356886,03-02-2025,Uttar Pradesh,9,Parichha Tps,State Sector,UPRVUNL,Rail,920,14.19,11.6,11.2,368.9,26,327,0,327,,66,89,None,None
356887,03-02-2025,Uttar Pradesh,9,Prayagraj Tpp,Pvt Sector,IPP,Rail,1980,24.88,0,23.6,646.9,26,625.8,0,625.8,,82,97,None,None
356888,03-02-2025,Uttar Pradesh,9,Rihand Stps,Central Sector,NTPC,Pithead,3000,38.01,38.1,43.5,646.1,17,727.5,0,727.5,,98,113,None,None
356889,03-02-2025,Uttar Pradesh,9,Rosa Tpp Ph-I,Pvt Sector,IPP,Rail,1200,15.1,16.9,12.6,392.7,26,391.6,0,391.6,,65,100,None,None
356890,03-02-2025,Uttar Pradesh,9,Singrauli Stps,Central Sector,NTPC,Pithead,2000,25.62,31.2,27.8,435.6,17,609.2,0,609.2,,79,140,None,None
356891,03-02-2025,Uttar Pradesh,9,Tanda Tps,Central Sector,NTPC,Rail,1760,23.45,0,24.8,609.6,26,613.5,0,613.5,,62,101,None,None
356892,03-02-2025,Uttar Pradesh,9,Unchahar Tps,Central Sector,NTPC,Rail,1550,20.43,4.1,19.1,531.1,26,458.9,0,458.9,,67,86,None,None
356893,03-02-2025,Uttar Pradesh,9,Utraula Tps,Pvt Sector,IPP,Rail,90,1.55,0,1.1,40.2,26,33.4,0,33.4,,61,83,None,None
356894,03-02-2025,West Bengal,19,Bakreswar Tps,State Sector,WBPDCL,Rail,1050,13.6,18,15,353.6,26,47.7,0,47.7,,101,13,Critical,Plant to augment coal supplies from its captive mines.
356895,03-02-2025,West Bengal,19,Bandel Tps,State Sector,WBPDCL,Rail,270,3.99,7.6,4.2,103.8,26,16.3,0,16.3,,99,16,Critical,Plant to lift coal from its captive mine
356896,03-02-2025,West Bengal,19,Budge Budge Tps,Pvt Sector,IPP,Rail,750,9.44,15.5,8.7,245.4,26,124.6,0,124.6,,82,51,None,None
356897,03-02-2025,West Bengal,19,D.P.L. Tps,State Sector,WBPDCL,Rail,550,7.52,11,10.7,195.5,26,7.4,0,7.4,,88,4,Critical,ECL and BCCL to ensure supply as per subgroup plan.
356898,03-02-2025,West Bengal,19,Dishergarh Tpp,Pvt Sector,IPP,Rail,12,0.26,0,0,6.7,26,8.1,0,8.1,,0,122,None,None
356899,03-02-2025,West Bengal,19,Durgapur Steel Tps,Central Sector,DVC,Rail,1000,12.53,18.3,11.6,325.7,26,283.6,0,283.6,,78,87,None,None
356900,03-02-2025,West Bengal,19,Farakka Stps,Central Sector,NTPC,Pithead,2100,26.95,45.3,29.4,458.1,17,596.2,0,596.2,,84,130,None,None
356901,03-02-2025,West Bengal,19,Haldia Tpp,Pvt Sector,IPP,Rail,600,8.35,4,8.9,217,26,138.7,0,138.7,,96,64,None,None
356902,03-02-2025,West Bengal,19,Hiranmaye Tpp,Pvt Sector,IPP,Rail,300,4.99,0,4.4,129.7,26,9.7,0,9.7,,78,7,Critical,MCL to ensure supply of coal as per subgroup plan.
356903,03-02-2025,West Bengal,19,Kolaghat Tps,State Sector,WBPDCL,Rail,840,13.76,11.1,10.1,357.8,26,56.9,0,56.9,,67,16,Critical,Plant to augment coal supplies from its captive mines.
356904,03-02-2025,West Bengal,19,Mejia Tps,Central Sector,DVC,Rail,2340,32.46,31.2,27.5,844,26,475.2,0,475.2,,75,56,None,None
356905,03-02-2025,West Bengal,19,Raghunathpur Tpp,Central Sector,DVC,Rail,1200,15.59,10.5,14.1,405.4,26,342.3,0,342.3,,75,84,None,None
356906,03-02-2025,West Bengal,19,Sagardighi Tps,State Sector,WBPDCL,Rail,1600,21.87,18,15.1,568.6,26,131,0,131,,69,23,Critical,Plant to augment coal supplies from its captive mines.
356907,03-02-2025,West Bengal,19,Santaldih Tps,State Sector,WBPDCL,Rail,500,6.92,6.2,8.1,179.8,26,21.9,0,21.9,,102,12,Critical,Plant to augment coal supplies from its captive mines.
356908,03-02-2025,West Bengal,19,Southern Repl. Tps,Pvt Sector,IPP,Rail,135,1.95,0,0,50.7,26,46.2,0,46.2,,0,91,None,None
